url,clicks
"https://en.wikipedia.org/wiki/Rock_Island,_Washington",10
https://en.wikipedia.org/wiki/Turbinia,8
https://en.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Palma,8
https://en.wikipedia.org/wiki/The_Double_Life_of_Mr._Alfred_Burton,7
https://en.wikipedia.org/wiki/Mesoptila_unitaeniata,9
https://en.wikipedia.org/wiki/Sybra_iconica,9
https://en.wikipedia.org/wiki/John_Frelinghuysen_Talmage,9
https://en.wikipedia.org/wiki/Saint_Kitts_Democratic_Party,16
https://en.wikipedia.org/wiki/List_of_Tanzanian_conservation_organisations,8
https://en.wikipedia.org/wiki/Cogaula,20
https://en.wikipedia.org/wiki/Ben_Schoeman_Freeway,17
https://en.wikipedia.org/wiki/Yellow-crowned_brush-tailed_rat,14
https://en.wikipedia.org/wiki/Geometric_magic_square,6
https://en.wikipedia.org/wiki/Robyn_Decker,14
https://en.wikipedia.org/wiki/Brandon_Girtz,15
https://en.wikipedia.org/wiki/Bouke_de_Vries,13
https://en.wikipedia.org/wiki/Mattesia,7
https://en.wikipedia.org/wiki/The_Essential_Billy_Joel,9
https://en.wikipedia.org/wiki/USS_Long_Beach,20
https://en.wikipedia.org/wiki/Jim_Price_(musician),15
https://en.wikipedia.org/wiki/Piltene_Castle,20
https://en.wikipedia.org/wiki/Arthur_de_Carle_Sowerby,10
https://en.wikipedia.org/wiki/Bactiguard_Wire_Brass,20
https://en.wikipedia.org/wiki/Corneal_neovascularization,12
https://en.wikipedia.org/wiki/Desmiphora_apicata,9
https://en.wikipedia.org/wiki/2nd_Arizona_Territorial_Legislature,28
"https://en.wikipedia.org/wiki/Mima_District,_Tokushima",9
https://en.wikipedia.org/wiki/Pite%C8%99ti%E2%80%93Craiova_Motorway,8
https://en.wikipedia.org/wiki/London_Bridge_(Fergie_song),15
https://en.wikipedia.org/wiki/Suka_Makmue,10
https://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix,15
https://en.wikipedia.org/wiki/James_Cellan_Jones,16
"https://en.wikipedia.org/wiki/Sarah,_Crown_Princess_of_Brunei",8
https://en.wikipedia.org/wiki/Beach_Volleyball_Database,15
"https://en.wikipedia.org/wiki/Gorica,_Puconci",22
https://en.wikipedia.org/wiki/Fiat_S.p.A.,19
https://en.wikipedia.org/wiki/Dombeya_ledermannii,13
https://en.wikipedia.org/wiki/Lohari_Jatu,14
https://en.wikipedia.org/wiki/Astoria_Victory_Monument,12
https://en.wikipedia.org/wiki/Military_history_of_Hong_Kong,20
https://en.wikipedia.org/wiki/Michel_Dubois_(ice_hockey),14
https://en.wikipedia.org/wiki/Robertson-Easterling-McLaurin_House,9
https://en.wikipedia.org/wiki/Coal_in_Australia,10
https://en.wikipedia.org/wiki/Clifford_Krueger,8
https://en.wikipedia.org/wiki/La_Punt-Chamues-ch_(Rhaetian_Railway_station),17
https://en.wikipedia.org/wiki/Generalinspekteur_der_Marine,16
https://en.wikipedia.org/wiki/Jahadabad_Taleqani-ye_Chah_Shomareh-ye_Yek,20
https://en.wikipedia.org/wiki/Halsted_station_(CTA_Orange_Line),20
https://en.wikipedia.org/wiki/Vardananq,8
https://en.wikipedia.org/wiki/Sphaerion_sladeni,9
https://en.wikipedia.org/wiki/Hypo_Group_Alpe_Adria,8
https://en.wikipedia.org/wiki/Pretty_Girls_Everywhere,12
https://en.wikipedia.org/wiki/Citizendium,20
https://en.wikipedia.org/wiki/WALL%E2%80%A2E_(soundtrack),11
https://en.wikipedia.org/wiki/Johnny_Temple_(musician),8
https://en.wikipedia.org/wiki/Holly_Academy,9
https://en.wikipedia.org/wiki/John_Stone_(producer),23
https://en.wikipedia.org/wiki/1998_Sudan_famine,14
"https://en.wikipedia.org/wiki/Radi,_Bhutan",8
https://en.wikipedia.org/wiki/Patrick_Davis_(ice_hockey),8
https://en.wikipedia.org/wiki/2012_British_Grand_Prix,15
https://en.wikipedia.org/wiki/Ruthenians,18
"https://en.wikipedia.org/wiki/Fruit_Heights,_Utah",10
"https://en.wikipedia.org/wiki/Embassy_of_the_United_Arab_Emirates,_Islamabad",8
https://en.wikipedia.org/wiki/Estola_kuscheli,9
https://en.wikipedia.org/wiki/Newman_Catholic_College,21
https://en.wikipedia.org/wiki/Andre_Brown_(running_back),14
https://en.wikipedia.org/wiki/Abb%C3%A8s_Mohsen,19
https://en.wikipedia.org/wiki/Sira_Station,19
https://en.wikipedia.org/wiki/The_Drift_(band),11
https://en.wikipedia.org/wiki/Steven%27s_Falls,21
"https://en.wikipedia.org/wiki/Julianka,_Kuyavian-Pomeranian_Voivodeship",20
https://en.wikipedia.org/wiki/Profiles_in_Courage_(TV_series),7
https://en.wikipedia.org/wiki/2009%E2%80%9310_Aris_Thessaloniki_F.C._season,15
https://en.wikipedia.org/wiki/Vrilletta,9
https://en.wikipedia.org/wiki/Exelastis_robinsoni,9
https://en.wikipedia.org/wiki/Hamaker_theory,9
"https://en.wikipedia.org/wiki/Cassville,_New_Jersey",20
https://en.wikipedia.org/wiki/Orange_Judd,11
https://en.wikipedia.org/wiki/L%27_Ospedale_del_delitto,8
https://en.wikipedia.org/wiki/Genetics_of_obesity,10
https://en.wikipedia.org/wiki/Mary_Borden,19
https://en.wikipedia.org/wiki/Mick_Peck,8
https://en.wikipedia.org/wiki/Edwin_W._Smith,16
https://en.wikipedia.org/wiki/Principality_of_Kakheti,21
https://en.wikipedia.org/wiki/Astenodes,9
https://en.wikipedia.org/wiki/Setosophroniella,7
https://en.wikipedia.org/wiki/Vilniaus_%C5%BEinios,9
https://en.wikipedia.org/wiki/List_of_Higurashi_no_Naku_Koro_ni_soundtracks,8
https://en.wikipedia.org/wiki/It_Is_the_Business_of_the_Future_to_Be_Dangerous,17
https://en.wikipedia.org/wiki/Rock_the_House_(album),10
"https://en.wikipedia.org/wiki/Walter_A._Dods,_Jr.",11
https://en.wikipedia.org/wiki/Pseudophilautus_mittermeieri,11
https://en.wikipedia.org/wiki/Athletics_at_the_2015_Southeast_Asian_Games_%E2%80%93_Women%27s_20_kilometres_walk,12
https://en.wikipedia.org/wiki/Michelle_Asha_Cooper,6
https://en.wikipedia.org/wiki/%C3%81ngel_Bargas,8
https://en.wikipedia.org/wiki/Veselie_(village),9
https://en.wikipedia.org/wiki/Spanish_Federation_of_Sports_for_the_Blind,9
https://en.wikipedia.org/wiki/Forest_management,14
https://en.wikipedia.org/wiki/Joseph_MacDonald_(footballer),15
https://en.wikipedia.org/wiki/Miller,12
https://en.wikipedia.org/wiki/The_Remix_Master,6
https://en.wikipedia.org/wiki/Vladimiras_Dubeneckis,8
https://en.wikipedia.org/wiki/Tuchomko,8
https://en.wikipedia.org/wiki/Mylothris_atewa,8
https://en.wikipedia.org/wiki/Furu_River_(S%C4%83r%C4%83%C8%9Bel),8
https://en.wikipedia.org/wiki/Periamphispora,7
https://en.wikipedia.org/wiki/Virudhachalam_Junction_railway_station,13
https://en.wikipedia.org/wiki/Jarreh-ye_Olya,20
https://en.wikipedia.org/wiki/Heightened_Senses,14
https://en.wikipedia.org/wiki/HMS_Saga_(P257),20
"https://en.wikipedia.org/wiki/Bear_Creek_Village,_Pennsylvania",11
https://en.wikipedia.org/wiki/Everland,23
https://en.wikipedia.org/wiki/Junkhouse,16
https://en.wikipedia.org/wiki/W%C3%B3lka_Ole%C5%9Bnicka,8
https://en.wikipedia.org/wiki/Mount_Tiedemann,14
https://en.wikipedia.org/wiki/Jalinus,13
https://en.wikipedia.org/wiki/Busselskabet_Aarhus_Sporveje,16
https://en.wikipedia.org/wiki/Luke_Staley,14
https://en.wikipedia.org/wiki/4th_Time_Around,15
https://en.wikipedia.org/wiki/Asbecesta_verticalis,14
https://en.wikipedia.org/wiki/Pol_Beh_Pain_Rural_District,19
https://en.wikipedia.org/wiki/Schizothorax_integrilabiatus,8
https://en.wikipedia.org/wiki/The_Times_Leader,11
https://en.wikipedia.org/wiki/Antispila_argostoma,9
https://en.wikipedia.org/wiki/Cornish_Americans,9
https://en.wikipedia.org/wiki/Brush_hook,12
https://en.wikipedia.org/wiki/Soltani_Olya,20
https://en.wikipedia.org/wiki/The_Door_(TV_series),21
https://en.wikipedia.org/wiki/Firawa_mine,8
https://en.wikipedia.org/wiki/RELAX_NG,5
https://en.wikipedia.org/wiki/Yanbara_Dam,8
"https://en.wikipedia.org/wiki/Orleans_County,_Vermont",13
https://en.wikipedia.org/wiki/Greg_Griffin,15
https://en.wikipedia.org/wiki/Oliver_Burr_Jennings,8
https://en.wikipedia.org/wiki/St_Joseph_College_of_Communication,7
https://en.wikipedia.org/wiki/AMS_Device_Manager,21
https://en.wikipedia.org/wiki/Max_Air,16
https://en.wikipedia.org/wiki/William_Coates_(longevity_claimant),10
https://en.wikipedia.org/wiki/Promestriene,10
"https://en.wikipedia.org/wiki/Schuyler_Falls,_New_York",20
https://en.wikipedia.org/wiki/Nicol%C3%A1s_del_Ca%C3%B1o,10
https://en.wikipedia.org/wiki/Farmers_Field,11
https://en.wikipedia.org/wiki/2001_Uruguayan_Primera_Divisi%C3%B3n,14
https://en.wikipedia.org/wiki/105.1_FM,10
https://en.wikipedia.org/wiki/Bryan_Fairfax,14
https://en.wikipedia.org/wiki/Golf_Club_St._Leon-Rot,17
https://en.wikipedia.org/wiki/Eric_Grissom,10
https://en.wikipedia.org/wiki/Robert_N._McDonald,10
https://en.wikipedia.org/wiki/Andr%C3%A9_Previn_Plays_Songs_by_Harold_Arlen,13
https://en.wikipedia.org/wiki/A._A._Long,16
https://en.wikipedia.org/wiki/Seh_Boni,20
https://en.wikipedia.org/wiki/Leptothyra_verruca,9
https://en.wikipedia.org/wiki/Tecumseh_Opera_House,18
https://en.wikipedia.org/wiki/Salutation_(ballet),17
https://en.wikipedia.org/wiki/Wilhelm_von_Manz,10
https://en.wikipedia.org/wiki/Turkey_in_the_Eurovision_Song_Contest_1998,8
https://en.wikipedia.org/wiki/Symphony_Space,8
https://en.wikipedia.org/wiki/Calestano,18
https://en.wikipedia.org/wiki/Claudia_Marcella,15
https://en.wikipedia.org/wiki/Live_to_Die_(Bride_album),16
https://en.wikipedia.org/wiki/Arthur_Atkins_(painter),13
https://en.wikipedia.org/wiki/Sclipo,16
https://en.wikipedia.org/wiki/Standard_Pacific_Homes,11
https://en.wikipedia.org/wiki/Patrick_Thoresen,14
https://en.wikipedia.org/wiki/Alice_(steam_tug_1897),18
https://en.wikipedia.org/wiki/Dominique_Jean-Z%C3%A9phirin,8
"https://en.wikipedia.org/wiki/Salem_School_(Naugatuck,_Connecticut)",10
https://en.wikipedia.org/wiki/Septaria_borbonica,8
https://en.wikipedia.org/wiki/Neal%27s_Yard_Remedies,8
https://en.wikipedia.org/wiki/Z%C3%BCrich_Binz_railway_station,17
https://en.wikipedia.org/wiki/Seven_Ancient_Wonders,8
https://en.wikipedia.org/wiki/Nikolai_Minkh,15
https://en.wikipedia.org/wiki/John_Richardson_Jackson,18
https://en.wikipedia.org/wiki/National_Nuclear_Security_Administration,8
https://en.wikipedia.org/wiki/List_of_V_for_Vendetta_characters,18
https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2015,12
https://en.wikipedia.org/wiki/Michael_Beer_(cricketer),12
https://en.wikipedia.org/wiki/Administrative_divisions_of_Arkhangelsk_Oblast,9
https://en.wikipedia.org/wiki/Foreign_Affairs_Manual,19
https://en.wikipedia.org/wiki/Crist%C3%B3bal_de_Moscoso_y_Montemayor,10
https://en.wikipedia.org/wiki/Neomegaderus_bifasciatus,9
https://en.wikipedia.org/wiki/Astra_Hungary_FC,8
https://en.wikipedia.org/wiki/Arto_Nyberg,14
https://en.wikipedia.org/wiki/1970_PGA_Championship,14
https://en.wikipedia.org/wiki/Dan_Ronan_(volleyball),14
https://en.wikipedia.org/wiki/FC_Vushtrria,14
https://en.wikipedia.org/wiki/Inaki_Basauri,8
https://en.wikipedia.org/wiki/Polish_Catholicism,20
https://en.wikipedia.org/wiki/All-in_professional_wrestling,14
https://en.wikipedia.org/wiki/Smigin,15
https://en.wikipedia.org/wiki/Bladnoch_distillery,15
https://en.wikipedia.org/wiki/Mohd_Marzuki_Yusof,8
https://en.wikipedia.org/wiki/David_Walker_(quarterback),14
https://en.wikipedia.org/wiki/Hillsborough_County_Public_Schools,20
https://en.wikipedia.org/wiki/Ramesh_Chandra_Jha,11
https://en.wikipedia.org/wiki/Cape_Codder_(train),18
https://en.wikipedia.org/wiki/Tommy_John,15
https://en.wikipedia.org/wiki/Gordan_Zdravkov,19
https://en.wikipedia.org/wiki/The_Good_King_(album),13
https://en.wikipedia.org/wiki/Zielonag%C3%B3ra,8
https://en.wikipedia.org/wiki/Jaunauce_parish,19
https://en.wikipedia.org/wiki/Climate_change_in_Africa,12
https://en.wikipedia.org/wiki/Orgedeuil,17
https://en.wikipedia.org/wiki/Alvania_portentosa,8
"https://en.wikipedia.org/wiki/Sit,_Bashagard",20
https://en.wikipedia.org/wiki/Remauville,17
"https://en.wikipedia.org/wiki/John_Crichton,_5th_Earl_Erne",11
https://en.wikipedia.org/wiki/Multiplexed_display,10
https://en.wikipedia.org/wiki/John_Estrada,8
https://en.wikipedia.org/wiki/Sun_Water_Systems,9
https://en.wikipedia.org/wiki/Burger_King_Israel,11
https://en.wikipedia.org/wiki/P.N.S._Rahat_Hospital,20
https://en.wikipedia.org/wiki/Barbara_Yeager,8
https://en.wikipedia.org/wiki/Uni%C3%A3o_dos_Escoteiros_do_Brasil,22
https://en.wikipedia.org/wiki/The_7_Line_Army,15
https://en.wikipedia.org/wiki/Richard_Jordan_(American_football),14
https://en.wikipedia.org/wiki/Isoceras_bipunctatum,9
https://en.wikipedia.org/wiki/TAROM_Flight_371,9
https://en.wikipedia.org/wiki/Coleophora_gedrosiae,9
"https://en.wikipedia.org/wiki/Geistown,_Pennsylvania",10
https://en.wikipedia.org/wiki/Giant_goby,8
https://en.wikipedia.org/wiki/Chen_Jhong-he_Memorial_Hall,7
https://en.wikipedia.org/wiki/Ranunculus_cortusifolius,8
https://en.wikipedia.org/wiki/George_Gulyanics,21
https://en.wikipedia.org/wiki/The_Virtuous_Burglar,18
https://en.wikipedia.org/wiki/Alfortville_Armenian_Genocide_Memorial_bombings,13
https://en.wikipedia.org/wiki/Mukhamudra,15
https://en.wikipedia.org/wiki/Eupithecia_perciliata,9
https://en.wikipedia.org/wiki/China_Grove_Roller_Mill,11
https://en.wikipedia.org/wiki/Nadja_Drygalla,9
https://en.wikipedia.org/wiki/Touch_Sensitive..._Bootleg_Box_Set,17
"https://en.wikipedia.org/wiki/Ministry_of_Justice,_Transparency_and_Human_Rights",15
https://en.wikipedia.org/wiki/Boyd_Lake_(Northwest_Territories),9
https://en.wikipedia.org/wiki/David_Plante,19
https://en.wikipedia.org/wiki/Simply_Slang,13
https://en.wikipedia.org/wiki/Butyryl_chloride,12
https://en.wikipedia.org/wiki/Asbj%C3%B8rn_Solberg,18
https://en.wikipedia.org/wiki/Dun%C3%A9rfjellet,18
https://en.wikipedia.org/wiki/Hornungia_procumbens,23
https://en.wikipedia.org/wiki/Wang_Lin_(footballer),19
https://en.wikipedia.org/wiki/Pope_Adrian_V,20
https://en.wikipedia.org/wiki/Fruit_wine,10
"https://en.wikipedia.org/wiki/St_Luke%27s_Church,_Torver",8
https://en.wikipedia.org/wiki/Chemical_Coast,10
https://en.wikipedia.org/wiki/The_World_Trade_Center_Tapestry,13
https://en.wikipedia.org/wiki/Mornington_Peninsula,15
https://en.wikipedia.org/wiki/Copake_Grange_Hall,21
https://en.wikipedia.org/wiki/Chaulhac,17
https://en.wikipedia.org/wiki/Joshua_Utanga,11
https://en.wikipedia.org/wiki/Joseph_Quinaux,8
"https://en.wikipedia.org/wiki/Washington_Township,_Burlington_County,_New_Jersey",21
https://en.wikipedia.org/wiki/Lutterworth_Athletic_F.C.,17
"https://en.wikipedia.org/wiki/Buildings_and_architecture_of_Allentown,_Pennsylvania",9
https://en.wikipedia.org/wiki/Martemyan_Ryutin,21
https://en.wikipedia.org/wiki/BioHome,8
https://en.wikipedia.org/wiki/Ophidia,9
"https://en.wikipedia.org/wiki/Shawnee_Township,_Allen_County,_Ohio",20
https://en.wikipedia.org/wiki/Hamburger_(surname),10
https://en.wikipedia.org/wiki/Radio_Waves_(song),17
https://en.wikipedia.org/wiki/In_the_Bedroom,23
https://en.wikipedia.org/wiki/Keith_Monroe,17
https://en.wikipedia.org/wiki/Picacho_Mountain_(New_Mexico),7
https://en.wikipedia.org/wiki/String_Quartet_(Faur%C3%A9),10
https://en.wikipedia.org/wiki/Sandman,19
https://en.wikipedia.org/wiki/Lack%27s_principle,17
https://en.wikipedia.org/wiki/Deroplatys_indica,8
https://en.wikipedia.org/wiki/Glyphipterix_colorata,10
https://en.wikipedia.org/wiki/Antoing,9
https://en.wikipedia.org/wiki/%C3%93scar_Garc%C3%ADa_Barr%C3%B3n,10
https://en.wikipedia.org/wiki/Santahar%E2%80%93Kaunia_line,10
"https://en.wikipedia.org/wiki/Hoseynabad-e_Amiri,_Markazi",20
https://en.wikipedia.org/wiki/Sami_Bashir,14
https://en.wikipedia.org/wiki/Liu_To,8
https://en.wikipedia.org/wiki/Harpers_Bizarre_4,9
https://en.wikipedia.org/wiki/Novita_Dewi,8
https://en.wikipedia.org/wiki/Matt_Moore_(baseball),14
https://en.wikipedia.org/wiki/National_People%27s_Assembly_(Guinea-Bissau),11
https://en.wikipedia.org/wiki/2005%E2%80%9306_in_Venezuelan_football,14
https://en.wikipedia.org/wiki/Americus_Formation,20
https://en.wikipedia.org/wiki/Kia_Uvo,13
https://en.wikipedia.org/wiki/The_Very_Best_of_Michael_Nyman:_Film_Music_1980%E2%80%932001,18
https://en.wikipedia.org/wiki/Ideler_(crater),13
https://en.wikipedia.org/wiki/A%C3%ADto_Garc%C3%ADa_Reneses,10
https://en.wikipedia.org/wiki/Swap_spread,22
https://en.wikipedia.org/wiki/Southern_Rag-a-Jazz_Orchestra,15
https://en.wikipedia.org/wiki/Quot_scheme,5
https://en.wikipedia.org/wiki/JAG_(season_6),20
https://en.wikipedia.org/wiki/TV_NBR,10
https://en.wikipedia.org/wiki/Djimini_language,15
https://en.wikipedia.org/wiki/Kouafo-Akidom,8
https://en.wikipedia.org/wiki/China%E2%80%93Senegal_relations,18
"https://en.wikipedia.org/wiki/Mehdiabad,_Seyyedan",20
https://en.wikipedia.org/wiki/Vadzim_Lasowski,8
https://en.wikipedia.org/wiki/Kal_Khedi,13
https://en.wikipedia.org/wiki/Rock_Me_Tonight_(For_Old_Times_Sake),8
https://en.wikipedia.org/wiki/1074_Beljawskya,14
https://en.wikipedia.org/wiki/Jos%C3%A9_Pedro_Fuenzalida,14
https://en.wikipedia.org/wiki/La_Mam%C3%A1_de_la_novia,8
https://en.wikipedia.org/wiki/SACS_(cable_system),17
https://en.wikipedia.org/wiki/Leo_Fitzmaurice,10
https://en.wikipedia.org/wiki/List_of_Church_of_England_Instruments,19
https://en.wikipedia.org/wiki/Sieben_Ahorn,10
https://en.wikipedia.org/wiki/Mimene,9
https://en.wikipedia.org/wiki/The_verse_of_evil_eye,17
https://en.wikipedia.org/wiki/Henrik_Kre%C3%BCger,9
https://en.wikipedia.org/wiki/Narendra_Kanwar,12
https://en.wikipedia.org/wiki/F%C3%A8s-Boulemane,10
https://en.wikipedia.org/wiki/George_H._Cameron,19
https://en.wikipedia.org/wiki/Pareid,17
https://en.wikipedia.org/wiki/Bernard_of_Italy,18
https://en.wikipedia.org/wiki/Muhammad_Rifat,16
https://en.wikipedia.org/wiki/Straight_Arrow,10
https://en.wikipedia.org/wiki/Again_and_Again_(album),14
https://en.wikipedia.org/wiki/Philippines_men%27s_national_under-17_basketball_team,9
https://en.wikipedia.org/wiki/Polish_Orthodox_Church,21
https://en.wikipedia.org/wiki/Tatsugo_Kawaishi,13
https://en.wikipedia.org/wiki/Reclaimed_water,14
https://en.wikipedia.org/wiki/Celeste_Liddle,15
https://en.wikipedia.org/wiki/Time_Is_Running_Out_(Muse_song),16
https://en.wikipedia.org/wiki/Eddies_hus,22
https://en.wikipedia.org/wiki/Christopher_Pettiet,8
https://en.wikipedia.org/wiki/Live_Like_We%27re_Dying,9
https://en.wikipedia.org/wiki/Isomalt,14
https://en.wikipedia.org/wiki/Splendrillia_raricostata,8
https://en.wikipedia.org/wiki/Dypsis_faneva,9
https://en.wikipedia.org/wiki/Amblytelus_montorum,11
https://en.wikipedia.org/wiki/Gims%C3%B8ya,18
https://en.wikipedia.org/wiki/Solvi_Stubing,20
"https://en.wikipedia.org/wiki/Afton_Township,_Cherokee_County,_Iowa",9
https://en.wikipedia.org/wiki/Placido_Campolo,8
https://en.wikipedia.org/wiki/HMS_Bideford_(L43),20
https://en.wikipedia.org/wiki/Carlton_Hotel_(Johannesburg),18
https://en.wikipedia.org/wiki/Estonia_men%27s_national_under-18_ice_hockey_team,14
https://en.wikipedia.org/wiki/Prinzenerlass,18
https://en.wikipedia.org/wiki/Bilambil_Jets,10
https://en.wikipedia.org/wiki/Warrant_Officer_of_the_Naval_Service,20
https://en.wikipedia.org/wiki/1998_CONCACAF_Champions%27_Cup,15
https://en.wikipedia.org/wiki/Midrash_va-Yekullu,12
https://en.wikipedia.org/wiki/Conus_curralensis,9
https://en.wikipedia.org/wiki/Qala_i_Naw,11
https://en.wikipedia.org/wiki/Ironwork,16
https://en.wikipedia.org/wiki/The_Unseen_(1945_film),9
https://en.wikipedia.org/wiki/Utricularia_circumvoluta,15
https://en.wikipedia.org/wiki/UFO_sightings_in_the_Canary_Islands,20
https://en.wikipedia.org/wiki/Conrad_William_Eden,17
https://en.wikipedia.org/wiki/Herman_Kruk,12
https://en.wikipedia.org/wiki/Harvinder_Mankkar,17
https://en.wikipedia.org/wiki/Merlyn_(Marvel_Comics),20
https://en.wikipedia.org/wiki/Tom_Grant_(baseball),14
https://en.wikipedia.org/wiki/Western_New_Guinea_mountain_rat,11
https://en.wikipedia.org/wiki/Aghavoher,18
https://en.wikipedia.org/wiki/German_submarine_U-1232,11
https://en.wikipedia.org/wiki/Butterflies_(Van_Gogh_series),5
https://en.wikipedia.org/wiki/Ilakaka,22
https://en.wikipedia.org/wiki/La_D%C3%A9b%C3%A2cle,17
https://en.wikipedia.org/wiki/Vivienne_Shue,9
https://en.wikipedia.org/wiki/Henriad,19
https://en.wikipedia.org/wiki/Kamiakin_(Native_American_leader),11
https://en.wikipedia.org/wiki/Idriss_al-Amraoui,21
https://en.wikipedia.org/wiki/Sama-Bajau_peoples,12
https://en.wikipedia.org/wiki/Cham_Mehr-e_Bala,20
https://en.wikipedia.org/wiki/Tarasun,10
https://en.wikipedia.org/wiki/Matra_MS10,9
https://en.wikipedia.org/wiki/Hyperbaena_prioriana,10
https://en.wikipedia.org/wiki/Archduke_Gottfried_of_Austria,14
https://en.wikipedia.org/wiki/Yejamana,11
https://en.wikipedia.org/wiki/Dunbar-Vinton_House,14
https://en.wikipedia.org/wiki/Filip_Salaquarda,14
https://en.wikipedia.org/wiki/Baluhawa,18
https://en.wikipedia.org/wiki/L._Bradford_Prince,9
https://en.wikipedia.org/wiki/Zardeh_Lajeh,20
https://en.wikipedia.org/wiki/List_of_colleges_and_universities_in_Chicago,8
https://en.wikipedia.org/wiki/Merle_Barwis,12
https://en.wikipedia.org/wiki/Richard_Handford,16
https://en.wikipedia.org/wiki/Up_in_Flames_(film),23
https://en.wikipedia.org/wiki/Little_Seoul,11
https://en.wikipedia.org/wiki/Amanda_Ware,9
https://en.wikipedia.org/wiki/Bonakouamouang_Chimney,9
https://en.wikipedia.org/wiki/Escrache,16
https://en.wikipedia.org/wiki/Balance_disorder,13
https://en.wikipedia.org/wiki/1911%E2%80%9312_Connecticut_Aggies_men%27s_basketball_team,10
https://en.wikipedia.org/wiki/Document_processor,12
https://en.wikipedia.org/wiki/%C3%89ditions_Philippe_Amaury,16
https://en.wikipedia.org/wiki/Bantz_J._Craddock,19
https://en.wikipedia.org/wiki/1992_U.S._Men%27s_Clay_Court_Championships_%E2%80%93_Doubles,17
